date,keyword,cpc,generated_text
2021-05-07,critical thinking,0.19,"""education"""
2021-05-07,space shuttle,1.3,"""space"""
2021-05-07,athletics,8.34,"""sport"""
2021-05-07,sportsmanship,3.02,"""sport"""
2021-05-07,adventure,4.75,"""sport"""
2021-05-07,resort,7.88,"""travel"""
2021-05-08,achievement,7.05,"""sport"""
2021-05-08,assessment tool,7.72,"""education"""
2021-05-08,ionosphere,8.47,"""space"""
2021-05-08,team,9.41,"""sport"""
2021-05-08,training,0.26,"""education"""
2021-05-08,getaway,3.26,"""travel"""
2021-05-09,academic,6.06,"""education"""
2021-05-09,literature,9.97,"""cooking"""
2021-05-09,accommodation,2.22,"""cooking"""
2021-05-09,travel community,6.33,"""travel"""
2021-05-09,flavor,7.44,"""cooking"""
2021-05-10,literacy,9.97,"""education"""
2021-05-10,wildlife,4.95,"""cooking"""
2021-05-10,sauce,6.89,"""cooking"""
2021-05-11,football,3.82,"""sport"""
2021-05-11,meditation,2.54,"""cooking"""
2021-05-11,photography,4.06,"""fashion"""
2021-05-12,certification,8.23,"""cooking"""
2021-05-12,qualification,0.49,"""education"""
2021-05-12,universe,3.44,"""game"""
2021-05-12,planetary science,5.37,"""space"""
2021-05-12,cricket,6.48,"""game"""
2021-05-12,training,1.49,"""education"""
2021-05-12,destination wedding,6.46,"""fashion"""
2021-05-12,adventure travel,0.42,"""travel"""
2021-05-12,international,4.26,"""travel"""
2021-05-13,exoplanet,3.33,"""space"""
2021-05-13,performance,6.16,"""sport"""
2021-05-13,gymnastics,5.49,"""sport"""
2021-05-13,comfort,2.84,"""fashion"""
2021-05-13,ingredient,0.38,"""cooking"""
2021-05-14,pedagogy,9.4,"""education"""
2021-05-14,destination wedding,1.55,"""fashion"""
2021-05-14,landmark,6.66,"""travel"""
2021-05-15,critical thinking,3.62,"""education"""
2021-05-15,achievement,8.45,"""sport"""
2021-05-15,exoplanet,0.16,"""space"""
2021-05-15,hiking,8.27,"""sport"""
2021-05-15,menu,0.36,"""game"""
2021-05-16,equipment,3.77,"""game"""
2021-05-17,baseball,3.85,"""sport"""
2021-05-17,explore,1.17,"""game"""
2021-05-17,presentation,1.74,"""education"""
2021-05-18,training,5.25,"""education"""
2021-05-18,alien,1.27,"""space"""
2021-05-18,satellite,7.79,"""sport"""
2021-05-18,tennis,8.78,"""sport"""
2021-05-18,cuisine,5.8,"""cooking"""
2021-05-19,textbook,4.39,"""education"""
2021-05-19,skillset,3.88,"""game"""
2021-05-19,solar system,2.81,"""space"""
2021-05-19,gravity,8.59,"""sport"""
2021-05-19,tennis,5.93,"""sport"""
2021-05-19,endurance,8.84,"""cooking"""
2021-05-19,sightseeing,7.74,"""travel"""
2021-05-19,adventure,5.67,"""sport"""
2021-05-19,baking,0.7,"""cooking"""
2021-05-19,flavor,0.81,"""cooking"""
2021-05-20,training,8.59,"""education"""
2021-05-20,research,5.4,"""game"""
2021-05-20,interstellar,0.34,"""space"""
2021-05-21,teacher,5.11,"""education"""
2021-05-21,matriculation,1.75,"""education"""
2021-05-21,tournament,7.1,"""sport"""
2021-05-21,transportation,3.66,"""travel"""
2021-05-21,healthy,4.47,"""cooking"""
2021-05-22,specialization,1.79,"""education"""
2021-05-22,marathon,3.54,"""sport"""
2021-05-22,drills,0.75,"""sport"""
2021-05-22,sightseeing,8.52,"""travel"""
2021-05-22,travel blog,8.36,"""travel"""
2021-05-22,salad,0.24,"""cooking"""
2021-05-23,qualification,1.64,"""education"""
2021-05-23,professor,4.3,"""education"""
2021-05-23,exoplanet,4.17,"""space"""
2021-05-23,highlights,7.25,"""game"""
2021-05-24,highlights,3.95,"""game"""
2021-05-24,destination,0.18,"""travel"""
2021-05-24,comfort,1.29,"""fashion"""
2021-05-25,lectures,7.62,"""education"""
2021-05-25,officiating,7.25,"""sport"""
2021-05-25,eco-tourism,0.13,"""travel"""
2021-05-25,journey,8.17,"""travel"""
2021-05-25,bistro,7.36,"""cooking"""
2021-05-26,assessment,8.67,"""education"""
2021-05-26,city,6.48,"""sport"""
2021-05-26,meal,4.05,"""cooking"""
2021-05-26,breakfast,7.3,"""cooking"""
2021-05-27,assessment,9.51,"""education"""
2021-05-27,study habits,2.33,"""education"""
2021-05-27,solar,7.6,"""cooking"""
2021-05-27,gravity,3.01,"""sport"""
2021-05-27,adventure,7.33,"""sport"""
2021-05-27,sightseeing,8.99,"""travel"""
2021-05-27,cookware,0.99,"""cooking"""
2021-05-28,syllabus,2.46,"""game"""
2021-05-28,mentorship,5.29,"""education"""
2021-05-28,skiing,7.87,"""sport"""
2021-05-28,resort,7.94,"""travel"""
2021-05-28,guidebook,3.98,"""travel"""
2021-05-29,qualification,1.72,"""education"""
2021-05-29,galaxy,3.81,"""game"""
2021-05-29,wormhole,6.93,"""game"""
2021-05-29,backpacking,0.66,"""travel"""
2021-05-29,resort,1.29,"""travel"""
2021-05-29,dinner,9.52,"""cooking"""
2021-05-29,bistro,1.58,"""cooking"""
2021-05-30,student,8.87,"""education"""
2021-05-30,assessment tool,0.83,"""education"""
2021-05-30,warmup,4.07,"""game"""
2021-05-30,basketball,6.9,"""sport"""
2021-05-30,nature,5.06,"""sport"""
2021-05-30,wildlife,0.4,"""cooking"""
2021-05-30,tasting,8.38,"""cooking"""
2021-05-30,catering,4.63,"""fashion"""
2021-05-31,science fair,7.6,"""education"""
2021-05-31,teacher,1.55,"""education"""
2021-05-31,probe,3.73,"""game"""
2021-05-31,cafe,1.4,"""cooking"""
2021-06-01,coach,3.81,"""sport"""
2021-06-01,warmup,6.56,"""game"""
2021-06-01,cruise,3.71,"""travel"""
2021-06-01,culture,8.08,"""culture"""
2021-06-01,dining,5.94,"""cooking"""
2021-06-01,recipe,5.27,"""cooking"""
2021-06-02,coursework,5.41,"""education"""
2021-06-02,classmate,6.65,"""game"""
2021-06-03,milky way,8.98,"""cooking"""
2021-06-03,tennis,3.4,"""sport"""
2021-06-03,backpacking,2.24,"""travel"""
2021-06-04,cosmic rays,0.51,"""space"""
2021-06-04,wrestling,5.8,"""sport"""
2021-06-04,swimming,7.18,"""sport"""
2021-06-04,accommodation,4.67,"""cooking"""
2021-06-04,wanderlust,6.71,"""fashion"""
2021-06-05,knowledge,9.55,"""education"""
2021-06-05,orbiting,1.31,"""space"""
2021-06-05,milky way,3.57,"""cooking"""
2021-06-05,fanbase,9.35,"""game"""
2021-06-05,explore,9.0,"""game"""
2021-06-05,grilling,9.38,"""cooking"""
2021-06-06,teaching,3.44,"""education"""
2021-06-06,schooling,3.7,"""education"""
2021-06-06,cosmic rays,1.8,"""space"""
2021-06-06,space station,4.87,"""space"""
2021-06-06,tournament,3.83,"""sport"""
2021-06-06,picturesque,0.61,"""fashion"""
2021-06-07,college,5.7,"""education"""
2021-06-07,schooling,3.3,"""education"""
2021-06-07,mission,7.59,"""game"""
2021-06-07,meteor,3.25,"""space"""
2021-06-07,flight,3.59,"""sport"""
2021-06-07,bistro,7.25,"""cooking"""
2021-06-07,breakfast,7.87,"""cooking"""
2021-06-08,seminar,9.04,"""education"""
2021-06-08,teacher,1.21,"""education"""
2021-06-08,meditation,3.07,"""cooking"""
2021-06-08,getaway,3.65,"""travel"""
2021-06-08,culture,2.51,"""culture"""
2021-06-08,healthy,1.25,"""cooking"""
2021-06-09,pedagogy,4.95,"""education"""
2021-06-09,excursion,5.68,"""travel"""
2021-06-09,cooking,2.51,"""cooking"""
2021-06-09,tasting,9.11,"""cooking"""
2021-06-10,lectures,4.52,"""education"""
2021-06-10,academic,5.25,"""education"""
2021-06-10,spacecraft,0.19,"""space"""
2021-06-10,recipe,8.67,"""cooking"""
2021-06-10,snack,1.62,"""cooking"""
2021-06-11,learning,1.98,"""education"""
2021-06-11,education policy,0.94,"""education"""
2021-06-11,lunar,8.87,"""game"""
2021-06-11,space station,1.93,"""space"""
2021-06-11,meal prep,2.41,"""cooking"""
2021-06-11,chef,5.43,"""cooking"""
2021-06-12,tournament,7.61,"""sport"""
2021-06-12,marathon,3.08,"""sport"""
2021-06-13,tutoring,1.27,"""sport"""
2021-06-13,classroom,5.24,"""education"""
2021-06-13,extraterrestrial,9.03,"""space"""
2021-06-13,sightseeing,7.25,"""travel"""
2021-06-13,travel blog,7.94,"""travel"""
2021-06-14,celestial,4.88,"""cooking"""
2021-06-14,skateboarding,9.57,"""sport"""
2021-06-14,marathon,0.81,"""sport"""
2021-06-14,photography,1.78,"""fashion"""
2021-06-14,eco-tourism,4.0,"""travel"""
2021-06-14,comfort,2.5,"""fashion"""
2021-06-14,baking,6.1,"""cooking"""
2021-06-15,skillset,2.69,"""game"""
2021-06-15,space station,3.18,"""space"""
2021-06-15,alien,7.59,"""space"""
2021-06-15,training,9.9,"""education"""
2021-06-15,guidebook,2.56,"""travel"""
2021-06-15,chef,8.77,"""cooking"""
2021-06-16,professor,4.4,"""education"""
2021-06-16,classmate,5.57,"""game"""
2021-06-16,space station,4.16,"""space"""
2021-06-16,championship,3.68,"""sport"""
2021-06-16,agility,3.7,"""sport"""
2021-06-16,getaway,2.44,"""travel"""
2021-06-17,photography,7.98,"""fashion"""
2021-06-18,workshop,5.8,"""education"""
2021-06-18,exams,1.89,"""education"""
2021-06-18,travel blog,1.23,"""travel"""
2021-06-19,research,3.83,"""game"""
2021-06-19,graduation,2.07,"""education"""
2021-06-19,warmup,0.46,"""game"""
2021-06-19,barbecue,9.68,"""cooking"""
2021-06-20,coursework,8.81,"""education"""
2021-06-20,exams,2.93,"""education"""
2021-06-20,esports,3.61,"""sport"""
2021-06-21,cooking,8.9,"""cooking"""
2021-06-22,extracurricular,3.74,"""sport"""
2021-06-22,coach,6.78,"""sport"""
2021-06-22,boxing,7.15,"""sport"""
2021-06-22,city tour,9.51,"""travel"""
2021-06-22,guidebook,1.62,"""travel"""
2021-06-22,vegetarian,4.93,"""cooking"""
2021-06-23,exams,5.65,"""education"""
2021-06-23,league,4.99,"""sport"""
2021-06-23,backpacking,4.83,"""travel"""
2021-06-23,excursion,8.26,"""travel"""
2021-06-23,cuisine,2.64,"""cooking"""
2021-06-24,degree,1.13,"""education"""
2021-06-24,training,5.65,"""education"""
2021-06-24,astrophysics,4.62,"""space"""
2021-06-24,international,6.31,"""travel"""
2021-06-24,pasta,1.22,"""cooking"""
2021-06-25,teacher,9.21,"""education"""
2021-06-25,exoplanet,3.53,"""space"""
2021-06-25,tournament,7.67,"""sport"""
2021-06-25,team,1.58,"""sport"""
2021-06-25,travel blog,9.98,"""travel"""
2021-06-25,flight,9.45,"""sport"""
2021-06-25,menu,9.95,"""game"""
2021-06-25,recipe,6.84,"""cooking"""
2021-06-26,tutoring,9.38,"""sport"""
2021-06-26,literature,8.37,"""cooking"""
2021-06-26,technique,3.2,"""game"""
2021-06-26,rivalry,3.68,"""sport"""
2021-06-26,slow cooker,4.59,"""cooking"""
2021-06-27,exams,6.87,"""education"""
2021-06-27,college,3.74,"""education"""
2021-06-27,space shuttle,9.34,"""space"""
2021-06-27,accommodation,8.9,"""cooking"""
2021-06-27,vacation,3.32,"""travel"""
2021-06-27,tasting,7.88,"""cooking"""
2021-06-27,vegetarian,2.41,"""cooking"""
2021-06-28,literature,2.84,"""cooking"""
2021-06-28,recovery,8.27,"""sport"""
2021-06-29,degree,6.92,"""education"""
2021-06-29,research,5.22,"""game"""
2021-06-29,astronomy,0.11,"""space"""
2021-06-29,martian,2.38,"""cooking"""
2021-06-29,cruise,1.78,"""travel"""
2021-06-29,dining,7.06,"""cooking"""
2021-06-30,extracurricular,8.41,"""sport"""
2021-06-30,astrophysics,4.4,"""space"""
2021-06-30,sauce,6.87,"""cooking"""
2021-07-01,certification,2.52,"""cooking"""
2021-07-01,endurance,4.67,"""cooking"""
2021-07-01,drills,8.55,"""sport"""
2021-07-01,brunch,3.22,"""cooking"""
2021-07-01,flavor,1.41,"""cooking"""
2021-07-02,assessment,2.84,"""education"""
2021-07-02,gluten-free,0.6,"""cooking"""
2021-07-03,training,9.44,"""education"""
2021-07-03,astronomy,0.73,"""space"""
2021-07-03,gravitation,6.72,"""sport"""
2021-07-04,knowledge,3.1,"""education"""
2021-07-04,pedagogy,2.25,"""education"""
2021-07-04,alien,9.65,"""space"""
2021-07-04,extraterrestrial,4.74,"""space"""
2021-07-04,recovery,6.47,"""sport"""
2021-07-04,excursion,0.24,"""travel"""
2021-07-04,flight,9.7,"""sport"""
2021-07-05,schooling,3.96,"""education"""
2021-07-05,seminar,4.37,"""education"""
2021-07-05,solar,4.3,"""cooking"""
2021-07-05,eco-tourism,5.97,"""travel"""
2021-07-05,historical,0.68,"""game"""
2021-07-05,lunch,1.37,"""cooking"""
2021-07-06,agility,6.63,"""sport"""
2021-07-06,tennis,8.63,"""sport"""
2021-07-06,sustainable,6.93,"""cooking"""
2021-07-07,classmate,9.43,"""game"""
2021-07-07,critical thinking,1.29,"""education"""
2021-07-07,nebula,8.76,"""space"""
2021-07-07,cosmology,8.2,"""space"""
2021-07-07,competition,0.67,"""sport"""
2021-07-07,culture,7.29,"""culture"""
2021-07-08,orbiting,3.83,"""space"""
2021-07-08,city tour,2.34,"""travel"""
2021-07-08,historical,9.21,"""game"""
2021-07-08,dinner,1.39,"""cooking"""
2021-07-08,garnish,6.82,"""fashion"""
2021-07-09,university,9.2,"""education"""
2021-07-09,exams,7.62,"""education"""
2021-07-09,performance,0.44,"""sport"""
2021-07-10,student,1.4,"""education"""
2021-07-10,city,6.96,"""sport"""
2021-07-10,tasting,1.99,"""cooking"""
2021-07-11,degree,7.38,"""education"""
2021-07-11,vacation,7.09,"""travel"""
2021-07-12,astrophysics,5.07,"""space"""
2021-07-12,extraterrestrial,6.76,"""space"""
2021-07-12,tournament,9.14,"""sport"""
2021-07-12,fitness,5.52,"""sport"""
2021-07-12,local,6.43,"""travel"""
2021-07-13,equipment,7.04,"""game"""
2021-07-13,football,0.14,"""sport"""
2021-07-13,travel agent,6.59,"""travel"""
2021-07-13,dessert,1.28,"""cooking"""
2021-07-14,student,7.14,"""education"""
2021-07-14,classmate,9.9,"""game"""
2021-07-14,training,6.49,"""education"""
2021-07-14,recovery,7.77,"""sport"""
2021-07-14,cruise,9.97,"""travel"""
2021-07-14,adventure,7.31,"""sport"""
2021-07-15,expedition,6.47,"""travel"""
2021-07-15,getaway,4.63,"""travel"""
2021-07-15,wildlife,2.55,"""cooking"""
2021-07-16,esports,8.66,"""sport"""
2021-07-16,season,9.67,"""sport"""
2021-07-16,lunch,1.64,"""cooking"""
2021-07-16,stir fry,5.81,"""cooking"""
2021-07-17,study habits,5.07,"""education"""
2021-07-17,teacher,0.22,"""education"""
2021-07-17,solar,6.99,"""cooking"""
2021-07-17,extraterrestrial,0.95,"""space"""
2021-07-17,rivalry,5.67,"""sport"""
2021-07-17,cricket,9.53,"""game"""
2021-07-17,flight,4.25,"""sport"""
2021-07-17,backpacking,5.62,"""travel"""
2021-07-18,classmate,1.15,"""game"""
2021-07-18,season,6.69,"""sport"""
2021-07-18,dining,7.99,"""cooking"""
2021-07-19,attendance,6.0,"""education"""
2021-07-19,space station,9.08,"""space"""
2021-07-19,skateboarding,6.49,"""sport"""
2021-07-19,nature,3.22,"""sport"""
2021-07-19,city,2.59,"""sport"""
2021-07-19,technique,7.16,"""game"""
2021-07-20,workshop,0.84,"""education"""
2021-07-20,curriculum,3.95,"""education"""
2021-07-20,orbit,1.73,"""space"""
2021-07-20,planetary science,5.84,"""space"""
2021-07-20,hockey,3.97,"""sport"""
2021-07-20,wildlife,9.8,"""cooking"""
2021-07-20,picturesque,7.88,"""fashion"""
2021-07-20,vegetarian,6.95,"""cooking"""
2021-07-20,chef,1.95,"""cooking"""
2021-07-21,specialization,3.23,"""education"""
2021-07-21,vacation,1.96,"""travel"""
2021-07-21,itinerary,3.17,"""travel"""
2021-07-22,student,2.31,"""education"""
2021-07-22,coursework,4.88,"""education"""
2021-07-22,galaxy,5.64,"""game"""
2021-07-22,gravitation,6.58,"""sport"""
2021-07-22,highlights,4.22,"""game"""
2021-07-22,heritage,8.76,"""cooking"""
2021-07-23,qualification,7.84,"""education"""
2021-07-23,city,1.71,"""sport"""
2021-07-23,presentation,9.32,"""education"""
2021-07-23,dessert,6.63,"""cooking"""
2021-07-24,cosmic rays,4.91,"""space"""
2021-07-24,astronaut,7.97,"""space"""
2021-07-24,passport,2.14,"""travel"""
2021-07-24,culture,1.74,"""culture"""
2021-07-24,dessert,0.18,"""cooking"""
2021-07-24,slow cooker,4.89,"""cooking"""
2021-07-25,evaluation,6.73,"""education"""
2021-07-25,records,5.1,"""game"""
2021-07-25,sportsmanship,9.29,"""sport"""
2021-07-25,sustainable,1.5,"""cooking"""
2021-07-26,innovation,8.85,"""game"""
2021-07-26,pedagogy,0.19,"""education"""
2021-07-26,team,0.68,"""sport"""
2021-07-26,photography,3.52,"""fashion"""
2021-07-26,cruise,6.83,"""travel"""
2021-07-27,comet,7.95,"""sport"""
2021-07-27,tournament,4.33,"""sport"""
2021-07-27,season,5.53,"""sport"""
2021-07-27,sightseeing,2.6,"""travel"""
2021-07-27,adventure travel,7.08,"""travel"""
2021-07-27,dessert,6.38,"""cooking"""
2021-07-27,ingredient,7.93,"""cooking"""
2021-07-28,knowledge,8.37,"""education"""
2021-07-28,launch,9.59,"""game"""
2021-07-28,gravity,7.86,"""sport"""
2021-07-28,sightseeing,3.89,"""travel"""
2021-07-28,relaxation,4.28,"""game"""
2021-07-28,cuisine,4.95,"""cooking"""
2021-07-29,classroom,8.72,"""education"""
2021-07-29,teaching,1.68,"""education"""
2021-07-29,expedition,9.53,"""travel"""
2021-07-29,backpacking,4.39,"""travel"""
2021-07-30,online learning,4.11,"""education"""
2021-07-30,textbook,2.23,"""education"""
2021-07-30,orbiting,1.99,"""space"""
2021-07-30,technique,6.55,"""game"""
2021-07-30,recovery,8.5,"""sport"""
2021-07-30,culinary,0.1,"""cooking"""
2021-07-31,exams,3.69,"""education"""
2021-07-31,cosmic rays,1.08,"""space"""
2021-07-31,wanderlust,0.47,"""fashion"""
2021-08-01,training,1.45,"""education"""
2021-08-01,meditation,9.14,"""cooking"""
2021-08-01,transport,3.32,"""sport"""
2021-08-01,adventure,0.44,"""sport"""
2021-08-02,knowledge,8.24,"""education"""
2021-08-02,aerospace,3.98,"""space"""
2021-08-02,astronaut,6.22,"""space"""
2021-08-02,training,1.07,"""education"""
2021-08-02,sports gear,5.12,"""sport"""
2021-08-02,flight,9.78,"""sport"""
2021-08-02,hiking,2.89,"""sport"""
2021-08-03,e-learning,5.43,"""education"""
2021-08-03,solar system,6.73,"""space"""
2021-08-03,match,2.29,"""sport"""
2021-08-03,adventure,4.2,"""sport"""
2021-08-03,accommodation,2.98,"""cooking"""
2021-08-04,e-learning,9.68,"""education"""
2021-08-04,professor,6.29,"""education"""
2021-08-04,championship,8.76,"""sport"""
2021-08-04,referee,2.96,"""education"""
2021-08-04,tour,3.82,"""travel"""
2021-08-04,brunch,0.65,"""cooking"""
2021-08-05,exams,3.85,"""education"""
2021-08-05,online learning,2.0,"""education"""
2021-08-05,alien,1.77,"""space"""
2021-08-05,tennis,7.51,"""sport"""
2021-08-05,league,1.35,"""sport"""
2021-08-05,sustainable,4.78,"""cooking"""
2021-08-06,black hole,8.48,"""game"""
2021-08-06,universe,8.08,"""game"""
2021-08-06,boxing,7.45,"""sport"""
2021-08-06,season,9.59,"""sport"""
2021-08-06,picturesque,7.61,"""fashion"""
2021-08-07,assessment,5.33,"""education"""
2021-08-07,space station,2.2,"""space"""
2021-08-07,wormhole,8.72,"""game"""
2021-08-07,drills,6.69,"""sport"""
2021-08-07,league,5.96,"""sport"""
2021-08-07,transportation,1.66,"""travel"""
2021-08-07,culture,3.67,"""culture"""
2021-08-07,comfort,3.06,"""fashion"""
2021-08-07,stir fry,1.96,"""cooking"""
2021-08-08,university,4.77,"""education"""
2021-08-08,cycling,6.68,"""fashion"""
2021-08-08,scores,0.46,"""sport"""
2021-08-08,nature,1.76,"""sport"""
2021-08-08,local,1.54,"""travel"""
2021-08-08,cafe,0.21,"""cooking"""
2021-08-08,garnish,7.41,"""fashion"""
2021-08-09,classroom,8.91,"""education"""
2021-08-09,recovery,6.58,"""sport"""
2021-08-09,skateboarding,1.52,"""sport"""
2021-08-09,cruise,3.97,"""travel"""
2021-08-10,alien,3.49,"""space"""
2021-08-10,space station,8.88,"""space"""
2021-08-10,referee,5.23,"""education"""
2021-08-10,local,8.63,"""travel"""
2021-08-10,menu,9.17,"""game"""
2021-08-11,coursework,1.69,"""education"""
2021-08-11,degree,2.64,"""education"""
2021-08-11,wrestling,6.41,"""sport"""
2021-08-11,hockey,1.41,"""sport"""
2021-08-11,city tour,2.16,"""travel"""
2021-08-11,technique,0.6,"""game"""
2021-08-12,meteor,7.17,"""space"""
2021-08-12,space station,2.24,"""space"""
2021-08-12,officiating,4.69,"""sport"""
2021-08-12,transportation,5.0,"""travel"""
2021-08-12,seasonal,6.15,"""fashion"""
2021-08-13,launch,2.22,"""game"""
2021-08-13,planet,5.27,"""sport"""
2021-08-13,heritage,2.32,"""cooking"""
2021-08-14,literacy,4.06,"""education"""
2021-08-14,mentorship,3.08,"""education"""
2021-08-14,athletics,6.36,"""sport"""
2021-08-14,hockey,3.75,"""sport"""
2021-08-15,education policy,3.3,"""education"""
2021-08-15,literacy,7.25,"""education"""
2021-08-15,cosmic,9.01,"""space"""
2021-08-15,hockey,2.03,"""sport"""
2021-08-15,baseball,7.09,"""sport"""
2021-08-15,heritage,0.26,"""cooking"""
2021-08-15,sustainable,1.2,"""cooking"""
2021-08-16,academic,4.8,"""education"""
2021-08-16,syllabus,1.66,"""game"""
2021-08-16,cosmos,3.25,"""space"""
2021-08-16,orbiting,4.44,"""space"""
2021-08-16,football,1.05,"""sport"""
2021-08-16,baseball,5.01,"""sport"""
2021-08-17,classmate,1.37,"""game"""
2021-08-17,textbook,7.64,"""education"""
2021-08-17,heritage,8.94,"""cooking"""
2021-08-18,solar,9.17,"""cooking"""
2021-08-18,city,8.89,"""sport"""
2021-08-18,transportation,2.79,"""travel"""
2021-08-18,soup,6.44,"""cooking"""
2021-08-19,literature,6.08,"""cooking"""
2021-08-19,esports,0.28,"""sport"""
2021-08-19,skateboarding,2.69,"""sport"""
2021-08-20,pedagogy,4.81,"""education"""
2021-08-20,training,4.65,"""education"""
2021-08-20,interstellar,5.39,"""space"""
2021-08-20,launch,1.2,"""game"""
2021-08-20,cycling,2.27,"""fashion"""
2021-08-20,athlete,8.71,"""sport"""
2021-08-20,cafe,1.5,"""cooking"""
2021-08-21,lectures,9.43,"""education"""
2021-08-21,seminar,3.5,"""education"""
2021-08-21,mission,1.25,"""game"""
2021-08-21,ionosphere,9.13,"""space"""
2021-08-21,relaxation,9.35,"""game"""
2021-08-21,bakery,2.68,"""cooking"""
2021-08-22,space station,3.69,"""space"""
2021-08-22,injury,1.23,"""sport"""
2021-08-23,lectures,1.0,"""education"""
2021-08-23,graduation,1.81,"""education"""
2021-08-23,planet,8.38,"""sport"""
2021-08-23,wormhole,3.81,"""game"""
2021-08-23,tournament,9.71,"""sport"""
2021-08-23,bistro,6.07,"""cooking"""
2021-08-23,bakery,6.85,"""cooking"""
2021-08-24,assessment tool,3.67,"""education"""
2021-08-24,knowledge,2.22,"""education"""
2021-08-25,knowledge,5.75,"""education"""
2021-08-25,lectures,6.52,"""education"""
2021-08-25,cosmic rays,1.9,"""space"""
2021-08-25,historical,7.93,"""game"""
2021-08-26,mission,9.5,"""game"""
2021-08-26,sponsorship,2.42,"""game"""
2021-08-26,experience,2.57,"""travel"""
2021-08-26,getaway,8.54,"""travel"""
2021-08-27,seminar,6.42,"""education"""
2021-08-27,spacewalk,9.65,"""space"""
2021-08-27,cosmology,2.03,"""space"""
2021-08-27,agility,3.84,"""sport"""
2021-08-27,highlights,5.73,"""game"""
2021-08-27,heritage,1.77,"""cooking"""
2021-08-27,heritage,3.26,"""cooking"""
2021-08-27,bakery,3.56,"""cooking"""
2021-08-28,e-learning,6.83,"""education"""
2021-08-28,lunar,4.99,"""game"""
2021-08-28,league,4.83,"""sport"""
2021-08-28,sports gear,6.98,"""sport"""
2021-08-28,baking,3.97,"""cooking"""
2021-08-28,bistro,9.69,"""cooking"""
2021-08-29,skillset,8.37,"""game"""
2021-08-29,exams,6.8,"""education"""
2021-08-29,aerospace,1.9,"""space"""
2021-08-29,cosmic,3.48,"""space"""
2021-08-29,wrestling,2.71,"""sport"""
2021-08-30,rivalry,1.71,"""sport"""
2021-08-30,destination wedding,9.83,"""fashion"""
2021-08-31,student,9.74,"""education"""
2021-08-31,planetary science,2.37,"""space"""
2021-08-31,gravitation,2.73,"""sport"""
2021-08-31,fitness,3.69,"""sport"""
2021-08-31,skateboarding,1.94,"""sport"""
2021-08-31,resort,7.19,"""travel"""
2021-08-31,dinner,9.65,"""cooking"""
2021-08-31,grilling,5.33,"""cooking"""
2021-09-01,seminar,9.96,"""education"""
2021-09-01,evaluation,2.51,"""education"""
2021-09-01,comfort,1.87,"""fashion"""
2021-09-01,fusion,8.07,"""game"""
2021-09-02,degree,4.76,"""education"""
2021-09-02,teacher,2.48,"""education"""
2021-09-02,wrestling,1.75,"""sport"""
2021-09-02,esports,6.14,"""sport"""
2021-09-02,tour,7.35,"""travel"""
2021-09-02,spice,8.62,"""cooking"""
2021-09-02,catering,1.97,"""fashion"""
2021-09-03,assessment tool,4.13,"""education"""
2021-09-03,cosmos,4.6,"""space"""
2021-09-03,endurance,5.46,"""cooking"""
2021-09-03,recovery,3.01,"""sport"""
2021-09-03,city,6.31,"""sport"""
2021-09-03,ingredient,2.59,"""cooking"""
2021-09-03,comfort,4.53,"""fashion"""
2021-09-04,classroom,9.66,"""education"""
2021-09-04,equipment,7.78,"""game"""
2021-09-04,explore,0.85,"""game"""
2021-09-05,exams,7.21,"""education"""
2021-09-05,matriculation,6.04,"""education"""
2021-09-05,black hole,4.35,"""game"""
2021-09-05,space shuttle,0.45,"""space"""
2021-09-05,skateboarding,2.96,"""sport"""
2021-09-05,tournament,1.23,"""sport"""
2021-09-05,adventure,9.56,"""sport"""
2021-09-05,culture,9.47,"""culture"""
2021-09-05,lunch,9.03,"""cooking"""
2021-09-06,tennis,1.35,"""sport"""
2021-09-07,skillset,9.93,"""game"""
2021-09-07,education policy,6.51,"""education"""
2021-09-07,orbit,7.28,"""space"""
2021-09-07,officiating,8.47,"""sport"""
2021-09-07,highlights,1.8,"""game"""
2021-09-07,wildlife,7.8,"""cooking"""
2021-09-07,sauce,5.29,"""cooking"""
2021-09-08,solar system,8.99,"""space"""
2021-09-08,mission,2.38,"""game"""
2021-09-08,athletics,3.48,"""sport"""
2021-09-08,culinary,0.86,"""cooking"""
2021-09-08,local,8.19,"""travel"""
2021-09-08,vegetarian,2.84,"""cooking"""
2021-09-08,baking,4.9,"""cooking"""
2021-09-09,schooling,0.95,"""education"""
2021-09-09,pedagogy,9.32,"""education"""
2021-09-09,NASA,2.81,"""sport"""
2021-09-09,backpacking,0.47,"""travel"""
2021-09-09,adventure,6.15,"""sport"""
2021-09-09,sauce,5.36,"""cooking"""
2021-09-10,getaway,2.0,"""travel"""
2021-09-10,backpacking,6.04,"""travel"""
2021-09-10,dinner,9.32,"""cooking"""
2021-09-10,gluten-free,3.77,"""cooking"""
2021-09-11,coursework,4.86,"""education"""
2021-09-11,diploma,0.76,"""education"""
2021-09-11,interstellar,2.34,"""space"""
2021-09-11,basketball,3.84,"""sport"""
2021-09-11,flight,9.38,"""sport"""
2021-09-11,gluten-free,7.51,"""cooking"""
2021-09-12,student,6.07,"""education"""
2021-09-12,literacy,5.89,"""education"""
2021-09-12,cosmos,2.57,"""space"""
2021-09-12,basketball,5.58,"""sport"""
2021-09-12,season,2.02,"""sport"""
2021-09-13,satellite,0.35,"""sport"""
